,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
802,Money Market Funds,although these reform improve money market fund resiliency the commission say at the time that it would continue to consider whether further more fundamental change to money market fund regulation might be warrant,time,time,1.0
803,Money Market Funds,although these reform improve money market fund resiliency the commission say at the time that it would continue to consider whether further more fundamental change to money market fund regulation might be warrant,time,the time,0.6666666666666666
804,Money Market Funds,although these reform improve money market fund resiliency the commission say at the time that it would continue to consider whether further more fundamental change to money market fund regulation might be warrant,time,time that,0.6666666666666666
805,Money Market Funds,although these reform improve money market fund resiliency the commission say at the time that it would continue to consider whether further more fundamental change to money market fund regulation might be warrant,time,at the time,0.5
806,Money Market Funds,although these reform improve money market fund resiliency the commission say at the time that it would continue to consider whether further more fundamental change to money market fund regulation might be warrant,time,the time that,0.5
807,Money Market Funds,although these reform improve money market fund resiliency the commission say at the time that it would continue to consider whether further more fundamental change to money market fund regulation might be warrant,time,time that it,0.5
808,Money Market Funds,the 2014 rule also include additional diversification and disclosure measure,portfolio diversification,diversification,0.6666666666666666
809,Money Market Funds,the 2014 rule also include additional diversification and disclosure measure,portfolio diversification,additional diversification,0.5
810,Money Market Funds,the 2014 rule also include additional diversification and disclosure measure,portfolio diversification,diversification and,0.5
811,Money Market Funds,on the money market fund spotlight page you can find link to material relate to SEC regulatory initiative concern money market fund analysis research and other resource from the SEC,regulatory environment,regulatory,0.6666666666666666
812,Money Market Funds,on the money market fund spotlight page you can find link to material relate to SEC regulatory initiative concern money market fund analysis research and other resource from the SEC,regulatory environment,SEC regulatory,0.5
813,Money Market Funds,on the money market fund spotlight page you can find link to material relate to SEC regulatory initiative concern money market fund analysis research and other resource from the SEC,regulatory environment,regulatory initiative,0.5
814,Mutual Funds,the combine holding of the mutual fund be know as its portfolio,portfolio diversification,portfolio,0.6666666666666666
815,Mutual Funds,the combine holding of the mutual fund be know as its portfolio,portfolio diversification,its portfolio,0.5
816,Mutual Funds,what be the benefit and risk of mutual fund,risk,risk,1.0
817,Mutual Funds,what be the benefit and risk of mutual fund,risk,and risk,0.6666666666666666
818,Mutual Funds,what be the benefit and risk of mutual fund,risk,risk of,0.6666666666666666
819,Mutual Funds,what be the benefit and risk of mutual fund,risk,benefit and risk,0.5
820,Mutual Funds,what be the benefit and risk of mutual fund,risk,and risk of,0.5
821,Mutual Funds,what be the benefit and risk of mutual fund,risk,risk of mutual,0.5
822,Mutual Funds,diversification or do not put all you egg in one basket,portfolio diversification,diversification,0.6666666666666666
823,Mutual Funds,diversification or do not put all you egg in one basket,portfolio diversification,diversification or,0.5
824,Mutual Funds,this help to lower you risk if one company fail,risk,risk,1.0
825,Mutual Funds,this help to lower you risk if one company fail,risk,you risk,0.6666666666666666
826,Mutual Funds,this help to lower you risk if one company fail,risk,risk if,0.6666666666666666
827,Mutual Funds,this help to lower you risk if one company fail,risk,lower you risk,0.5
828,Mutual Funds,this help to lower you risk if one company fail,risk,you risk if,0.5
829,Mutual Funds,this help to lower you risk if one company fail,risk,risk if one,0.5
830,Mutual Funds,mutual fund investor can easily redeem they share at any time for the current net asset value nav plus any redemption fee,time,time,1.0
831,Mutual Funds,mutual fund investor can easily redeem they share at any time for the current net asset value nav plus any redemption fee,time,any time,0.6666666666666666
